logclf_only_tfidf,rf_only_tfidf,gbc_only_tfidf,logclf_tfidf_with_features,rf_tfidf_with_features,gbc_tfidf_with_features,logclf_tfidf_with_cleanedfeatures,rf_tfidf_with_cleanedfeatures,gbc_tfidf_with_cleanedfeatures,logclf_only_features,rf_only_features,gbc_only_features,spacy_v0,spacy_v1
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0580897182226181,0.0014381140936166048
0,0,1,0,0,1,0,0,0,0,0,0,6.148960528662428e-05,0.022997090592980385
1,0,1,1,0,1,1,0,1,1,0,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,0.00018011590873356909,0.00046029294026084244
0,0,0,0,0,0,0,0,0,0,0,0,0.00010590475721983239,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00023806819808669388,0.0005571364308707416
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,1,0,0,0,0,0,1,4.539787187241018e-05,0.003098649438470602
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,1,0,0,0,0,0,0,0.0016183817060664296,0.0066883317194879055
0,0,0,0,0,0,0,0,0,0,0,0,0.0005098623805679381,0.022295381873846054
1,1,1,1,1,1,1,1,1,1,1,1,0.9987961053848267,0.9879916310310364
1,1,1,1,1,1,1,1,1,1,1,1,0.991270899772644,0.960011899471283
1,1,1,1,1,1,1,1,0,0,0,0,0.9997023940086365,0.9998795986175537
0,0,0,0,0,0,0,0,0,0,0,0,0.00025680926046334207,0.01800718903541565
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.01921076886355877,0.01773126609623432
0,0,0,0,0,0,0,0,0,0,0,0,9.832688374444842e-05,0.00010113746247952804
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,9.25414205994457e-05,0.021576926112174988
0,0,0,0,0,0,0,0,0,0,0,0,0.0002251727564726025,0.0006568646640516818
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9998512268066406,0.9999545812606812
1,0,1,1,0,1,0,0,0,0,0,0,0.038312461227178574,0.02935458905994892
1,1,1,1,1,1,1,1,0,0,0,0,0.9997863173484802,0.9994856119155884
1,1,1,1,1,0,0,1,0,0,1,0,0.9999133348464966,0.9915497303009033
1,1,1,1,1,1,1,1,1,0,0,0,0.9997689127922058,0.9983389377593994
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,0,1,1,0,0,1,0,0.9998047947883606,0.9999545812606812
0,0,1,0,0,1,0,0,0,0,0,0,0.029747890308499336,0.010188058018684387
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,0,1,1,0,1,1,0,1,1,1,1,0.0002586366608738899,0.0009680556831881404
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0008865525596775115
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.001269554952159524
0,1,1,1,1,1,1,1,1,1,1,1,0.9998764991760254,0.9989702701568604
1,1,1,1,1,1,1,1,1,0,0,0,0.9988592863082886,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00017311674309894443
1,1,1,1,1,1,1,1,1,1,1,1,0.9998725652694702,0.9983493089675903
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,0,0,1,0,0,1,0,0,0,0,0.9988747239112854,0.999647855758667
0,0,0,0,0,0,0,0,0,0,1,0,0.0004599416279233992,0.0024181390181183815
0,0,0,0,0,0,0,0,0,0,0,0,0.00029640382854267955,0.0011702608317136765
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,1,0,0.9996753931045532,0.9959379434585571
0,0,0,0,0,0,0,0,0,0,0,0,0.00015961517055984586,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0003336157533340156
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,0,1,1,0,1,1,0,1,1,0,1,0.06432563811540604,0.0067922091111540794
0,0,0,0,0,0,0,0,0,0,0,0,0.00010187298903474584,0.0017100304830819368
0,0,0,0,0,0,0,0,0,0,0,0,0.003397503402084112,0.00030272972071543336
0,0,0,0,0,0,0,0,0,0,0,0,0.00043415246182121336,0.0020556903909891844
1,1,1,1,1,1,1,1,1,0,0,1,0.9981085062026978,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.000207293254788965
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0001753408432705328
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,0,1,0,0,0,0,0.9994718432426453,0.9988147020339966
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,0,0,0,0,0,0,0,5.7069919421337545e-05,8.180925215128809e-05
1,1,1,1,1,1,1,1,1,0,1,0,0.9999545812606812,0.998110294342041
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,1,1,0,1,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9998956918716431,0.9966633915901184
0,0,0,0,0,0,0,0,0,0,0,0,0.00040023907786235213,8.914686623029411e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,1,1,1,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,0,0,0.9983587861061096,0.9920883774757385
0,0,0,0,0,0,0,0,0,0,0,0,0.002559293992817402,0.002477155299857259
0,0,0,0,0,0,0,0,0,0,0,0,0.0007342015742324293,6.319953536149114e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,0,0,0,0,0,0,0,0.0004460890486370772,0.010886280797421932
0,0,0,0,0,0,0,0,0,1,1,1,0.004165336024016142,0.023822324350476265
1,1,1,1,1,1,1,1,0,0,0,0,0.9968186616897583,0.9839680194854736
1,1,1,1,1,1,1,1,0,0,0,0,0.9999274015426636,0.998810887336731
0,0,0,0,0,0,0,0,0,0,0,0,0.00023800691997166723,0.06573469191789627
0,0,0,0,0,0,0,0,0,0,0,0,0.00025295105297118425,0.004700259305536747
1,1,1,1,1,1,1,1,1,0,1,0,0.998548686504364,0.9701370000839233
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,0,1,1,0,0,0,0,0.9989914298057556,0.9965589642524719
0,1,0,0,1,0,0,1,0,0,0,0,0.9501771926879883,0.9944823980331421
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,1,0,0.0015326827997341752,0.01088450476527214
0,0,0,0,0,0,0,0,0,0,0,0,0.00021725402621086687,0.0026462411042302847
0,0,1,1,0,1,1,0,1,1,1,1,0.0003123149508610368,0.0009635565802454948
0,0,0,0,0,0,0,1,0,0,1,0,0.4392801523208618,0.9765744805335999
0,0,0,0,0,0,0,0,0,0,0,0,0.0001474253076594323,0.00027676651370711625
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,8.211218664655462e-05
0,0,0,0,0,0,0,0,0,0,0,1,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,1,1,0.9977838397026062,0.9978318810462952
0,0,1,0,0,1,0,0,0,0,0,0,0.00022243968851398677,0.00285022659227252
0,0,0,0,0,0,0,0,0,0,0,0,0.0003730478638317436,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0003282652178313583,5.277135642245412e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,8.534332300769165e-05,0.00025133148301392794
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,0,0,0,0,0,0,0,0.002774834167212248,0.019761929288506508
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00010507267143111676
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,0,0,1,0,0,1,0,0,0,0,0.9747159481048584,0.7838422656059265
0,0,0,0,0,0,0,0,0,0,0,0,9.246079571312293e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,1,0,9.454002429265529e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0011217762948945165,0.026180103421211243
1,1,1,1,1,1,1,1,1,1,1,1,0.9999542236328125,0.9997549653053284
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.005053120199590921,0.000614766264334321
0,0,1,0,0,0,0,0,0,0,0,0,0.4248453974723816,0.009085015393793583
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,0,0,0.9999457597732544,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,1,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,0,0,0,0,0,0,0,0.0025663538835942745,0.00021209372789599001
1,1,1,1,1,1,1,1,1,1,1,1,0.9981524348258972,0.9995506405830383
0,0,0,0,0,0,0,0,0,0,0,0,0.000251556106377393,0.0036019613035023212
0,0,0,0,0,0,0,0,0,0,0,0,0.005492602474987507,0.0002001309912884608
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,0,1,1,1,0.9948648810386658,0.9996159076690674
0,1,0,1,1,0,1,1,1,1,1,1,0.9866663813591003,0.9931797981262207
1,1,0,1,1,0,0,1,0,0,0,0,0.9924725294113159,0.9995701909065247
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,0,1,1,0,1,1,0,1,0,0,0,0.04147018864750862,0.05354844406247139
0,0,1,0,0,1,0,0,1,0,0,0,0.002917214296758175,0.009398075751960278
0,0,0,1,0,0,1,0,1,1,1,1,0.012195615097880363,0.043586116284132004
1,1,1,1,1,1,1,1,1,0,0,0,0.9963040351867676,0.9993830919265747
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,0,1,0.9899045825004578,0.9929579496383667
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.9997820258140564
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,7.654937508050352e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0008781494689173996,0.0017275629797950387
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
1,1,1,1,1,1,1,1,1,0,0,0,0.9978173971176147,0.9807338714599609
0,0,0,0,0,0,0,0,0,0,0,0,0.0001305766636505723,9.123836935032159e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00023833868908695877,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00029056501807644963
0,0,0,0,0,0,0,0,0,0,0,0,0.00020649826910812408,0.00031768318149261177
0,0,0,0,0,0,0,0,0,0,0,1,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,6.45776090095751e-05,0.0006976354052312672
0,0,0,0,0,0,0,0,0,0,0,0,5.8292487665312365e-05,0.006553586106747389
1,0,1,1,0,0,1,0,0,0,0,0,0.00034870480885729194,0.006562517024576664
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,0.0009166224044747651,0.0003193281008861959
0,0,0,0,0,0,0,0,0,0,0,0,0.00036909632035531104,0.0007634185603819788
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00010717895202105865
0,1,0,0,1,0,0,1,0,0,1,0,0.9995502829551697,0.9953258037567139
1,1,1,1,1,1,1,0,0,0,0,0,0.9605168700218201,0.9885398745536804
0,0,0,0,0,0,0,0,0,0,0,0,0.0017436916241422296,0.0007084132521413267
1,1,1,1,1,1,1,1,1,1,1,1,0.999489426612854,0.9994722008705139
1,1,1,1,1,1,1,1,0,0,0,0,0.9999432563781738,0.9991779923439026
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00013309167115949094
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00013420279719866812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0001664845913182944
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.999947190284729
0,0,0,0,0,0,0,0,0,0,0,0,0.16978617012500763,0.013430996797978878
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9998449087142944,0.9994980096817017
1,0,1,0,1,1,0,0,0,0,0,0,0.019345687702298164,0.042447466403245926
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,0,0,0,0,0,0,0,0.0011326530948281288,0.0034584023524075747
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9984714388847351,0.9892842173576355
0,0,0,0,0,0,0,0,0,0,0,0,0.002227421849966049,0.0010588649893179536
0,0,0,0,0,0,0,0,0,0,0,0,0.0005996898980811238,0.0003772218187805265
1,1,1,1,1,1,1,1,1,0,0,1,0.9987491369247437,0.9904511570930481
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,0,0,0,0,0,0,0,0.1122753843665123,0.05375080183148384
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9988711476325989,0.9997938275337219
0,0,0,0,0,0,0,0,0,0,0,0,0.00016876567678991705,0.0002878156374208629
0,0,0,0,0,0,0,0,0,0,0,1,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,1,0,0,0,0,0,1,0.011218776926398277,0.0021963855251669884
0,0,0,0,0,0,0,0,0,1,0,1,8.478710515191779e-05,0.0018054414540529251
1,1,1,1,1,1,1,1,1,1,1,1,0.9992039799690247,0.9955798983573914
0,0,0,0,0,0,0,0,0,0,0,0,4.6723118430236354e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,1,0,1,0.0006928516668267548,0.00026543039712123573
0,0,0,0,0,0,0,0,0,0,0,0,0.00012179132318124175,4.539787187241018e-05
1,0,1,1,0,1,1,0,0,0,0,0,0.8113548755645752,0.9770739674568176
0,1,0,0,1,0,0,1,0,0,0,0,0.9944580793380737,0.9839571714401245
0,0,0,0,0,0,0,0,0,0,0,0,7.460032065864652e-05,0.0008830029400996864
0,1,1,0,1,0,0,0,0,0,1,0,0.9998264908790588,0.983337938785553
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9968185424804688
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0010356544516980648
0,0,0,0,0,0,0,0,0,0,0,0,7.406868098769337e-05,0.0006812983192503452
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00022361669107340276,8.83580869412981e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,0,1,1,0,1,1,0,0,1,0,0.9998749494552612,0.9998335838317871
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9996436834335327,0.9658513069152832
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,0,1,1,1,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,0.00010457828466314822,0.0005978154949843884
0,0,0,0,0,0,0,0,0,0,0,0,0.0003509934467729181,0.0030919681303203106
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,0,1,1,1,1,1,0,0,0,0,0.9992051720619202,0.9999545812606812
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9949329495429993
0,0,0,0,0,0,0,0,0,0,0,0,7.912763248896226e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0003686750424094498,0.0005592209054157138
0,0,0,0,0,0,0,0,0,0,0,0,0.00017197724082507193,0.0004906691028736532
1,1,1,1,1,1,1,1,1,1,1,1,0.9995238780975342,0.9896658658981323
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
1,1,1,1,1,1,1,1,1,0,1,0,0.9996572732925415,0.9960384368896484
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.000617425364907831
1,1,1,1,1,1,1,1,0,0,1,0,0.9997977614402771,0.9986711740493774
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,0,0,0,0,0.9999545812606812,0.9997026324272156
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.9999545812606812
1,1,1,1,1,1,1,1,1,0,0,0,0.9987433552742004,0.9989904761314392
0,0,0,0,0,0,0,0,0,0,0,0,7.822344196029007e-05,0.0062552280724048615
0,0,0,0,0,0,0,0,0,0,0,0,0.00048671706463210285,0.0006740918615832925
0,0,0,0,0,0,0,0,1,1,1,1,0.00010233322973363101,0.0002338881604373455
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0015866055618971586,0.004790224600583315
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,7.722787995589897e-05
0,1,1,0,0,1,1,1,1,0,0,0,0.9997978806495667,0.9999221563339233
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9992144107818604,0.9758796691894531
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,6.227581616258249e-05
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.9877808094024658
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0001078324785339646
0,0,0,0,0,0,0,0,0,0,0,0,0.0001528481807326898,5.657664951286279e-05
1,1,1,1,0,1,1,1,0,0,1,0,0.9999533891677856,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00010777008719742298
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.99993896484375
1,1,1,1,1,1,1,1,1,1,1,1,0.9997875094413757,0.9978774785995483
0,0,0,0,0,0,0,0,0,0,0,0,0.00013135068002156913,0.0017597483238205314
1,1,1,1,1,1,1,1,1,0,1,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,8.308097312692553e-05,0.015486634336411953
0,0,0,0,0,0,0,0,0,0,0,1,0.0014289034297689795,0.0005450965836644173
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00010753172682598233,0.013346110470592976
0,0,0,0,0,0,0,0,0,0,0,0,0.00015912797243800014,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.010304744355380535,0.0005877885851077735
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00011047087900806218
0,0,0,0,0,0,0,0,0,0,0,0,0.00010062022192869335,0.0007800306775607169
0,0,0,0,0,0,0,0,0,0,0,0,0.00027281627990305424,0.00038662561564706266
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0013933456502854824
1,1,1,1,1,1,1,1,1,0,1,0,0.9999545812606812,0.9999545812606812
1,1,1,1,1,1,1,1,1,0,1,0,0.9999545812606812,0.9998980760574341
0,0,1,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0005495061632245779
1,1,1,1,1,1,1,1,1,1,1,1,0.9999033212661743,0.9999545812606812
0,0,0,0,1,0,0,1,0,0,0,0,0.9948517680168152,0.9365656971931458
0,0,0,0,0,0,0,0,0,0,0,0,0.0009323414997197688,0.0007395278662443161
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,1,0,0.9999545812606812,0.9979286193847656
0,0,1,0,0,1,0,0,0,0,0,0,0.25180384516716003,0.002917437581345439
1,1,0,1,1,0,0,1,0,0,0,0,0.9999146461486816,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,0.0002309627743670717,0.005182224325835705
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,1,1,1,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,1,0,0,1,0.021333634853363037,0.037793807685375214
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,1,1,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,8.288820390589535e-05,5.9570895245997235e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
